TimeCreated,id,Symbol,Name,Sector,Deleted,Info,TimeDeleted,TimeModified,Creator
019-12-30 19:30:30.083803,487,ELL,Welltower Inc.,Real Estate,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,488,DC,Western Digital,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,489,U,Western Union Co,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,490,RK,WestRock Company,Materials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,491,Y,Weyerhaeuser Corp.,Real Estate,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,492,HR,Whirlpool Corp.,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,493,MB,Williams Cos.,Energy,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,494,LTW,Willis Towers Watson,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,495,YN,Wyndham Worldwide,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,496,YNN,Wynn Resorts Ltd,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,497,EL,Xcel Energy Inc,Utilities,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,498,RX,Xerox Corp.,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,499,LNX,Xilinx Inc,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,500,L,XL Capital,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,501,YL,Xylem Inc.,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,502,UM,Yum! Brands Inc,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,503,BH,Zimmer Biomet Holdings,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,504,ION,Zions Bancorp,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,505,TS,Zoetis,Health Care,0,,,2019-12-30 19:30:30.107017,
